,fiyat,il,ilce,mahalle,Net,OdaSayısı,BinanınYASI,BulunduguKAT,BinadakiKatSAYISI,IsıtmaTıpı,BanyoSAYISI
515,"350,000",0,0,1,11,1,2,2,4,1,0
516,"495,000",0,0,8,10,1,3,4,3,2,1
517,"350,000",0,0,6,8,1,5,1,3,1,0
518,"365,000",0,0,0,4,0,0,1,3,1,0
519,"335,000",0,0,12,2,0,4,7,0,3,0
520,"320,000",0,0,0,7,1,5,2,1,1,0
521,"340,000",0,0,7,9,1,4,2,1,1,0
522,"430,000",0,0,15,7,1,0,0,4,1,0
523,"350,000",0,0,10,9,1,5,1,1,1,0
524,"358,000",0,0,7,12,1,4,2,1,1,0
525,"360,000",0,0,3,11,1,2,0,5,2,0
526,"370,000",0,0,3,14,1,4,2,1,1,0
527,"265,000",0,0,8,13,1,5,3,2,1,0
528,"420,000",0,0,10,11,1,0,1,4,1,0
529,"225,000",0,0,14,1,0,0,2,1,1,0
530,"360,000",0,0,4,11,1,0,2,4,1,0
531,"425,000",0,0,5,16,1,2,6,4,4,0
532,"465,000",0,0,2,15,2,1,7,0,0,1
533,"265,000",0,0,16,3,0,3,9,2,1,0
534,"450,000",0,0,12,17,3,5,7,0,0,1
535,"400,000",0,0,0,4,1,0,5,4,1,0
536,"258,000",0,0,1,10,1,1,0,1,1,0
537,"290,000",0,0,4,6,1,5,5,4,1,0
538,"325,000",0,0,10,5,1,3,8,4,1,0
539,"415,000",0,0,13,11,1,0,0,5,4,0
540,"325,000",0,0,9,10,1,0,8,4,1,0
541,"286,000",0,0,1,11,1,0,5,4,2,0
542,"469,000",0,0,0,8,1,0,4,4,2,0
543,"270,000",0,0,11,11,1,4,6,2,1,0
544,"188,000",0,0,14,0,0,0,9,0,1,0
545,"350,000",0,0,1,11,1,2,2,4,1,0
546,"495,000",0,0,8,10,1,3,4,3,2,1
547,"350,000",0,0,6,8,1,5,1,3,1,0
548,"365,000",0,0,0,4,0,0,1,3,1,0
549,"335,000",0,0,12,2,0,4,7,0,3,0
550,"320,000",0,0,0,7,1,5,2,1,1,0
551,"340,000",0,0,7,9,1,4,2,1,1,0
552,"430,000",0,0,15,7,1,0,0,4,1,0
553,"350,000",0,0,10,9,1,5,1,1,1,0
554,"358,000",0,0,7,12,1,4,2,1,1,0
555,"360,000",0,0,3,11,1,2,0,5,2,0
556,"370,000",0,0,3,14,1,4,2,1,1,0
557,"265,000",0,0,8,13,1,5,3,2,1,0
558,"420,000",0,0,10,11,1,0,1,4,1,0
559,"225,000",0,0,14,1,0,0,2,1,1,0
560,"360,000",0,0,4,11,1,0,2,4,1,0
561,"425,000",0,0,5,16,1,2,6,4,4,0
562,"465,000",0,0,2,15,2,1,7,0,0,1
563,"265,000",0,0,16,3,0,3,9,2,1,0
564,"450,000",0,0,12,17,3,5,7,0,0,1
565,"400,000",0,0,0,4,1,0,5,4,1,0
566,"258,000",0,0,1,10,1,1,0,1,1,0
567,"290,000",0,0,4,6,1,5,5,4,1,0
568,"325,000",0,0,10,5,1,3,8,4,1,0
569,"415,000",0,0,13,11,1,0,0,5,4,0
570,"325,000",0,0,9,10,1,0,8,4,1,0
571,"286,000",0,0,1,11,1,0,5,4,2,0
572,"469,000",0,0,0,8,1,0,4,4,2,0
573,"270,000",0,0,11,11,1,4,6,2,1,0
574,"188,000",0,0,14,0,0,0,9,0,1,0
575,"350,000",0,0,1,11,1,2,2,4,1,0
576,"495,000",0,0,8,10,1,3,4,3,2,1
577,"350,000",0,0,6,8,1,5,1,3,1,0
578,"365,000",0,0,0,4,0,0,1,3,1,0
579,"335,000",0,0,12,2,0,4,7,0,3,0
580,"320,000",0,0,0,7,1,5,2,1,1,0
581,"340,000",0,0,7,9,1,4,2,1,1,0
582,"430,000",0,0,15,7,1,0,0,4,1,0
583,"350,000",0,0,10,9,1,5,1,1,1,0
584,"358,000",0,0,7,12,1,4,2,1,1,0
585,"360,000",0,0,3,11,1,2,0,5,2,0
586,"370,000",0,0,3,14,1,4,2,1,1,0
587,"265,000",0,0,8,13,1,5,3,2,1,0
588,"420,000",0,0,10,11,1,0,1,4,1,0
589,"225,000",0,0,14,1,0,0,2,1,1,0
590,"360,000",0,0,4,11,1,0,2,4,1,0
591,"425,000",0,0,5,16,1,2,6,4,4,0
592,"465,000",0,0,2,15,2,1,7,0,0,1
593,"265,000",0,0,16,3,0,3,9,2,1,0
594,"450,000",0,0,12,17,3,5,7,0,0,1
595,"400,000",0,0,0,4,1,0,5,4,1,0
596,"258,000",0,0,1,10,1,1,0,1,1,0
597,"290,000",0,0,4,6,1,5,5,4,1,0
598,"325,000",0,0,10,5,1,3,8,4,1,0
599,"415,000",0,0,13,11,1,0,0,5,4,0
600,"325,000",0,0,9,10,1,0,8,4,1,0
601,"286,000",0,0,1,11,1,0,5,4,2,0
602,"469,000",0,0,0,8,1,0,4,4,2,0
603,"270,000",0,0,11,11,1,4,6,2,1,0
604,"188,000",0,0,14,0,0,0,9,0,1,0
605,"350,000",0,0,1,11,1,2,2,4,1,0
606,"495,000",0,0,8,10,1,3,4,3,2,1
607,"350,000",0,0,6,8,1,5,1,3,1,0
608,"365,000",0,0,0,4,0,0,1,3,1,0
609,"335,000",0,0,12,2,0,4,7,0,3,0
610,"320,000",0,0,0,7,1,5,2,1,1,0
611,"340,000",0,0,7,9,1,4,2,1,1,0
612,"430,000",0,0,15,7,1,0,0,4,1,0
613,"350,000",0,0,10,9,1,5,1,1,1,0
614,"358,000",0,0,7,12,1,4,2,1,1,0
615,"360,000",0,0,3,11,1,2,0,5,2,0
616,"370,000",0,0,3,14,1,4,2,1,1,0
617,"265,000",0,0,8,13,1,5,3,2,1,0
618,"420,000",0,0,10,11,1,0,1,4,1,0
619,"225,000",0,0,14,1,0,0,2,1,1,0
620,"360,000",0,0,4,11,1,0,2,4,1,0
621,"425,000",0,0,5,16,1,2,6,4,4,0
622,"465,000",0,0,2,15,2,1,7,0,0,1
623,"265,000",0,0,16,3,0,3,9,2,1,0
624,"450,000",0,0,12,17,3,5,7,0,0,1
625,"400,000",0,0,0,4,1,0,5,4,1,0
626,"258,000",0,0,1,10,1,1,0,1,1,0
627,"290,000",0,0,4,6,1,5,5,4,1,0
628,"325,000",0,0,10,5,1,3,8,4,1,0
629,"415,000",0,0,13,11,1,0,0,5,4,0
630,"325,000",0,0,9,10,1,0,8,4,1,0
631,"286,000",0,0,1,11,1,0,5,4,2,0
632,"469,000",0,0,0,8,1,0,4,4,2,0
633,"270,000",0,0,11,11,1,4,6,2,1,0
634,"188,000",0,0,14,0,0,0,9,0,1,0
635,"350,000",0,0,1,11,1,2,2,4,1,0
636,"495,000",0,0,8,10,1,3,4,3,2,1
637,"350,000",0,0,6,8,1,5,1,3,1,0
638,"365,000",0,0,0,4,0,0,1,3,1,0
639,"335,000",0,0,12,2,0,4,7,0,3,0
640,"320,000",0,0,0,7,1,5,2,1,1,0
641,"340,000",0,0,7,9,1,4,2,1,1,0
642,"430,000",0,0,15,7,1,0,0,4,1,0
643,"350,000",0,0,10,9,1,5,1,1,1,0
644,"358,000",0,0,7,12,1,4,2,1,1,0
645,"360,000",0,0,3,11,1,2,0,5,2,0
646,"370,000",0,0,3,14,1,4,2,1,1,0
647,"265,000",0,0,8,13,1,5,3,2,1,0
648,"420,000",0,0,10,11,1,0,1,4,1,0
649,"225,000",0,0,14,1,0,0,2,1,1,0
650,"360,000",0,0,4,11,1,0,2,4,1,0
651,"425,000",0,0,5,16,1,2,6,4,4,0
652,"465,000",0,0,2,15,2,1,7,0,0,1
653,"265,000",0,0,16,3,0,3,9,2,1,0
654,"450,000",0,0,12,17,3,5,7,0,0,1
655,"400,000",0,0,0,4,1,0,5,4,1,0
656,"258,000",0,0,1,10,1,1,0,1,1,0
657,"290,000",0,0,4,6,1,5,5,4,1,0
658,"325,000",0,0,10,5,1,3,8,4,1,0
659,"415,000",0,0,13,11,1,0,0,5,4,0
660,"325,000",0,0,9,10,1,0,8,4,1,0
661,"286,000",0,0,1,11,1,0,5,4,2,0
662,"469,000",0,0,0,8,1,0,4,4,2,0
663,"270,000",0,0,11,11,1,4,6,2,1,0
664,"188,000",0,0,14,0,0,0,9,0,1,0
665,"350,000",0,0,1,11,1,2,2,4,1,0
666,"495,000",0,0,8,10,1,3,4,3,2,1
667,"350,000",0,0,6,8,1,5,1,3,1,0
668,"365,000",0,0,0,4,0,0,1,3,1,0
669,"335,000",0,0,12,2,0,4,7,0,3,0
670,"320,000",0,0,0,7,1,5,2,1,1,0
671,"340,000",0,0,7,9,1,4,2,1,1,0
672,"430,000",0,0,15,7,1,0,0,4,1,0
673,"350,000",0,0,10,9,1,5,1,1,1,0
674,"358,000",0,0,7,12,1,4,2,1,1,0
675,"360,000",0,0,3,11,1,2,0,5,2,0
676,"370,000",0,0,3,14,1,4,2,1,1,0
677,"265,000",0,0,8,13,1,5,3,2,1,0
678,"420,000",0,0,10,11,1,0,1,4,1,0
679,"225,000",0,0,14,1,0,0,2,1,1,0
680,"360,000",0,0,4,11,1,0,2,4,1,0
681,"425,000",0,0,5,16,1,2,6,4,4,0
682,"465,000",0,0,2,15,2,1,7,0,0,1
683,"265,000",0,0,16,3,0,3,9,2,1,0
684,"450,000",0,0,12,17,3,5,7,0,0,1
685,"400,000",0,0,0,4,1,0,5,4,1,0
686,"258,000",0,0,1,10,1,1,0,1,1,0
687,"290,000",0,0,4,6,1,5,5,4,1,0
688,"325,000",0,0,10,5,1,3,8,4,1,0
689,"415,000",0,0,13,11,1,0,0,5,4,0
690,"325,000",0,0,9,10,1,0,8,4,1,0
691,"286,000",0,0,1,11,1,0,5,4,2,0
692,"469,000",0,0,0,8,1,0,4,4,2,0
693,"270,000",0,0,11,11,1,4,6,2,1,0
694,"188,000",0,0,14,0,0,0,9,0,1,0
695,"350,000",0,0,1,11,1,2,2,4,1,0
696,"495,000",0,0,8,10,1,3,4,3,2,1
697,"350,000",0,0,6,8,1,5,1,3,1,0
698,"365,000",0,0,0,4,0,0,1,3,1,0
699,"335,000",0,0,12,2,0,4,7,0,3,0
700,"320,000",0,0,0,7,1,5,2,1,1,0
701,"340,000",0,0,7,9,1,4,2,1,1,0
702,"430,000",0,0,15,7,1,0,0,4,1,0
703,"350,000",0,0,10,9,1,5,1,1,1,0
704,"358,000",0,0,7,12,1,4,2,1,1,0
705,"360,000",0,0,3,11,1,2,0,5,2,0
706,"370,000",0,0,3,14,1,4,2,1,1,0
707,"265,000",0,0,8,13,1,5,3,2,1,0
708,"420,000",0,0,10,11,1,0,1,4,1,0
709,"225,000",0,0,14,1,0,0,2,1,1,0
710,"360,000",0,0,4,11,1,0,2,4,1,0
711,"425,000",0,0,5,16,1,2,6,4,4,0
712,"465,000",0,0,2,15,2,1,7,0,0,1
713,"265,000",0,0,16,3,0,3,9,2,1,0
714,"450,000",0,0,12,17,3,5,7,0,0,1
715,"400,000",0,0,0,4,1,0,5,4,1,0
716,"258,000",0,0,1,10,1,1,0,1,1,0
717,"290,000",0,0,4,6,1,5,5,4,1,0
718,"325,000",0,0,10,5,1,3,8,4,1,0
719,"415,000",0,0,13,11,1,0,0,5,4,0
720,"325,000",0,0,9,10,1,0,8,4,1,0
721,"286,000",0,0,1,11,1,0,5,4,2,0
